Date,Name,Year,Letterboxd URI,Rating
2021-07-18,Old Dogs,2009,https://boxd.it/1zPE,1.5
2021-07-18,The Sorcerer's Apprentice,2010,https://boxd.it/1sGg,1.5
2021-07-18,6 Underground,2019,https://boxd.it/irU6,1.5
2021-07-18,"The Good, the Bart, and the Loki",2021,https://boxd.it/vUPq,2
2021-07-18,The Game Plan,2007,https://boxd.it/1PDY,2
2021-07-18,Daddy's Home,2015,https://boxd.it/8jSc,2
2021-07-18,Blades of Glory,2007,https://boxd.it/1Xrm,2
2021-07-18,The Lone Ranger,2013,https://boxd.it/ngU,2
2021-07-18,San Andreas,2015,https://boxd.it/7sUa,2
2021-07-18,Maleficent: Mistress of Evil,2019,https://boxd.it/eSig,2
2021-07-18,Paul,2011,https://boxd.it/13uE,2
2021-07-18,The Social Dilemma,2020,https://boxd.it/opQI,2
2021-07-18,Astro Boy,2009,https://boxd.it/1JVW,2.5
2021-07-18,Phineas and Ferb the Movie: Candace Against the Universe,2020,https://boxd.it/lTrs,2.5
2021-07-18,Four Lions,2010,https://boxd.it/18do,2.5
2021-07-18,The Spy Who Dumped Me,2018,https://boxd.it/geEg,2.5
2021-07-18,Zathura: A Space Adventure,2005,https://boxd.it/21mq,2.5
2021-07-18,Ace Ventura: Pet Detective,1994,https://boxd.it/25RW,2.5
2021-07-18,The Hangover Part II,2011,https://boxd.it/PZI,2.5
2021-07-18,Pirates of the Caribbean: On Stranger Tides,2011,https://boxd.it/27Z4,2.5
2021-07-18,Bombshell,2019,https://boxd.it/j5YC,2.5
2021-07-18,Who Framed Roger Rabbit,1988,https://boxd.it/29ry,2.5
2021-07-18,The Wolverine,2013,https://boxd.it/2CWU,2.5
2021-07-18,The Jungle Book,2016,https://boxd.it/8wjk,2.5
2021-07-18,Kingsman: The Golden Circle,2017,https://boxd.it/buJm,2.5
2021-07-18,Beauty and the Beast,1991,https://boxd.it/1XhG,3
2021-07-18,Grease,1978,https://boxd.it/29YW,2.5
2021-07-18,The Lion King,2019,https://boxd.it/eSjI,2.5
2021-07-18,13th: A Conversation with Oprah Winfrey & Ava DuVernay,2017,https://boxd.it/fxju,3
2021-07-18,Maleficent,2014,https://boxd.it/3v1u,3
2021-07-18,Home Alone 2: Lost in New York,1992,https://boxd.it/29F6,3
2021-07-18,Game Night,2018,https://boxd.it/fRtu,3.5
2021-07-18,Ghostbusters,1984,https://boxd.it/g2w,3.5
2021-07-18,Home Alone,1990,https://boxd.it/29Fg,3.5
2021-07-18,Deadpool 2,2018,https://boxd.it/dlLM,3.5
2021-07-18,Uncut Gems,2019,https://boxd.it/gXGc,4
2021-07-18,Edge of Tomorrow,2014,https://boxd.it/4pD0,4
2021-07-18,Back to the Future Part II,1989,https://boxd.it/2aYI,4
2021-07-18,Gulliver's Travels,2010,https://boxd.it/15iK,1
2021-07-18,Turbo,2013,https://boxd.it/2Hzw,1
2021-07-18,Zoolander 2,2016,https://boxd.it/aNBE,1
2021-07-18,Alvin and the Chipmunks,2007,https://boxd.it/21E0,1
2021-07-18,Shrek Forever After,2010,https://boxd.it/1WRo,1
2021-07-18,Eurovision Song Contest: The Story of Fire Saga,2020,https://boxd.it/jkMG,1
2021-07-18,X-Men Origins: Wolverine,2009,https://boxd.it/27ug,1
2021-07-18,The Inbetweeners 2,2014,https://boxd.it/77a6,1.5
2021-07-18,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,https://boxd.it/6uQM,1.5
2021-07-18,The Green Hornet,2011,https://boxd.it/10TQ,1.5
2021-07-18,Prince of Persia: The Sands of Time,2010,https://boxd.it/1YpQ,1.5
2021-07-18,The Grinch,2018,https://boxd.it/chpK,1.5
2021-07-18,Snow White and the Huntsman,2012,https://boxd.it/k1M,1.5
2021-07-18,A Christmas Carol,2009,https://boxd.it/1HKW,1.5
2021-07-18,Tomorrowland,2015,https://boxd.it/4YaC,1.5
2021-07-18,Percy Jackson & the Olympians: The Lightning Thief,2010,https://boxd.it/1gJi,1.5
2021-07-18,Warm Bodies,2013,https://boxd.it/2TFm,1.5
2021-07-18,Marvel One-Shot: Agent Carter,2013,https://boxd.it/6jeC,3
2021-07-18,WarGames,1983,https://boxd.it/29qU,3
2021-07-18,Tarzan,1999,https://boxd.it/18YO,3
2021-07-18,Black Mirror: Bandersnatch,2018,https://boxd.it/kTDG,3
2021-07-18,Instant Family,2018,https://boxd.it/hHpQ,3.5
2021-07-18,Steve Jobs,2015,https://boxd.it/araG,3.5
2021-07-18,Jumanji,1995,https://boxd.it/1ZLI,3.5
2021-07-18,Zombieland,2009,https://boxd.it/1En6,3.5
2021-07-18,The Shape of Water,2017,https://boxd.it/dZ5m,3.5
2021-07-18,The Irishman,2019,https://boxd.it/dYOq,3.5
2021-07-18,Kingsman: The Secret Service,2014,https://boxd.it/6dxe,3.5
2021-07-18,Finding Dory,2016,https://boxd.it/4aAA,3.5
2021-07-18,Super 8,2011,https://boxd.it/dVI,3.5
2021-07-18,The Martian,2015,https://boxd.it/8SeG,3.5
2021-07-20,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ,4
2021-07-20,Bottle Rocket,1996,https://boxd.it/1PDa,3
2021-07-21,Rushmore,1998,https://boxd.it/1TAO,3.5
2021-07-22,The Life Aquatic with Steve Zissou,2004,https://boxd.it/2aqw,3.5
2021-07-22,Moonrise Kingdom,2012,https://boxd.it/2Wng,4.5
2021-07-22,Hotel Chevalier,2007,https://boxd.it/21Ic,3
2021-07-22,Castello Cavalcanti,2013,https://boxd.it/6WlM,2.5
2021-07-22,Cousin Ben Troop Screening,2012,https://boxd.it/49SS,3.5
2021-07-22,Do You Like to Read?,2012,https://boxd.it/jMMY,3
2021-07-23,Isle of Dogs,2018,https://boxd.it/dZrW,4.5
2021-07-23,Bottle Rocket,1993,https://boxd.it/pP8,2.5
2021-07-27,Toy Story 4,2019,https://boxd.it/9ALu,4.5
2021-07-27,Horton Hears a Who!,2008,https://boxd.it/1SfA,2
2021-07-27,Not Another Teen Movie,2001,https://boxd.it/1TWq,3
2021-07-29,Paddington 2,2017,https://boxd.it/bCF8,4
2021-07-29,Alien,1979,https://boxd.it/2awY,4
2021-07-29,Alice in Wonderland,1951,https://boxd.it/1Sz6,4
2021-07-29,Under the Silver Lake,2018,https://boxd.it/dSAs,4
2021-07-30,The Last Airbender,2010,https://boxd.it/1WQK,0.5
2021-07-30,G-Force,2009,https://boxd.it/1ETc,0.5
2021-07-30,Alvin and the Chipmunks: Chipwrecked,2011,https://boxd.it/s9E,0.5
2021-07-30,Marmaduke,2010,https://boxd.it/15GW,0.5
2021-07-30,Space Chimps,2008,https://boxd.it/1T3q,0.5
2021-07-30,Space Chimps 2: Zartog Strikes Back,2010,https://boxd.it/P0g,0.5
2021-07-30,Divergent,2014,https://boxd.it/4VT0,1
2021-07-30,Despicable Me 2,2013,https://boxd.it/3gg0,1
2021-07-30,Men in Black: International,2019,https://boxd.it/hdJw,1
2021-07-30,The Chronicles of Narnia: Prince Caspian,2008,https://boxd.it/26Hy,1
2021-07-30,Underdog,2007,https://boxd.it/21vi,1
2021-07-30,Bohemian Rhapsody,2018,https://boxd.it/f1TK,1.5
2021-07-30,Ocean's Eight,2018,https://boxd.it/eaai,1.5
2021-07-30,X-Men: Apocalypse,2016,https://boxd.it/7eJi,1.5
2021-07-30,X-Men: The Last Stand,2006,https://boxd.it/1a5Q,1.5
2021-07-30,Tag,2018,https://boxd.it/gh7Y,1.5
2021-07-30,Where the Wild Things Are,2009,https://boxd.it/1K0C,1.5
2021-07-30,Transformers: Revenge of the Fallen,2009,https://boxd.it/20gG,1.5
2021-07-30,On the Rocks,2020,https://boxd.it/l8aY,2
2021-07-30,Grown Ups,2010,https://boxd.it/169a,1.5
2021-07-30,Oz the Great and Powerful,2013,https://boxd.it/2cAI,1.5
2021-07-30,The Circle,2017,https://boxd.it/bj1I,1.5
2021-07-30,Ice Age: Continental Drift,2012,https://boxd.it/lQ2,1.5
2021-07-30,The Internship,2013,https://boxd.it/3SWS,1.5
2021-07-30,Star Wars: The Clone Wars,2008,https://boxd.it/1Sly,1.5
2021-07-30,Hop,2011,https://boxd.it/DQa,1.5
2021-07-30,Aliens in the Attic,2009,https://boxd.it/1COY,1.5
2021-07-30,Passengers,2016,https://boxd.it/8lFu,2
2021-07-30,Bolt,2008,https://boxd.it/1QXg,2.5
2021-07-30,Monsters vs Aliens,2009,https://boxd.it/1M50,2
2021-07-30,The Hangover Part III,2013,https://boxd.it/3GNY,2
2021-07-30,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,https://boxd.it/1WZs,2
2021-07-30,Rio 2,2014,https://boxd.it/5jfy,2
2021-07-30,The Inbetweeners Movie,2011,https://boxd.it/2v50,2
2021-07-30,Brother Bear 2,2006,https://boxd.it/1Xji,2
2021-07-30,Nim's Island,2008,https://boxd.it/1W8y,2
2021-07-30,Ready Player One,2018,https://boxd.it/aZes,2.5
2021-07-30,Batman Begins,2005,https://boxd.it/2aIg,3.5
2021-07-30,Rio,2011,https://boxd.it/NKc,2.5
2021-07-30,The Boy in the Striped Pyjamas,2008,https://boxd.it/1NOK,3
2021-07-30,Dumbo,1941,https://boxd.it/1U2o,3
2021-07-30,Brother Bear,2003,https://boxd.it/1Xjs,3.5
2021-07-30,Saving Mr. Banks,2013,https://boxd.it/4vIq,3
2021-07-30,Wreck-It Ralph,2012,https://boxd.it/2TTS,3.5
2021-07-30,Die Hard,1988,https://boxd.it/2a7u,3.5
2021-07-30,The Tomorrow War,2021,https://boxd.it/lE78,1
2021-08-01,The Suicide Squad,2021,https://boxd.it/fw6O,4
2021-08-04,Gone Girl,2014,https://boxd.it/6hQu,4.5
2021-08-05,The Smurfs,2011,https://boxd.it/Zcm,2
2021-08-05,The Smurfs 2,2013,https://boxd.it/2HvO,1
2021-08-06,Zodiac,2007,https://boxd.it/27MO,4
2021-08-09,Brave,2012,https://boxd.it/bVG,3
2021-08-11,Up,2009,https://boxd.it/1OEc,5
2021-08-12,Princess Protection Program,2009,https://boxd.it/1F5s,1.5
2021-08-12,Fight Club,1999,https://boxd.it/2a9q,4.5
2021-08-13,Zola,2020,https://boxd.it/jEWQ,3.5
2021-08-15,Space Jam: A New Legacy,2021,https://boxd.it/dd9A,1
2021-08-15,Free Guy,2021,https://boxd.it/k8dm,3.5
2021-08-22,Vivo,2021,https://boxd.it/g13w,2
2021-08-28,The Bling Ring,2013,https://boxd.it/3lPY,2
2021-08-28,The Princess Bride,1987,https://boxd.it/26EY,3
2021-08-28,The Witcher: Nightmare of the Wolf,2021,https://boxd.it/oNDI,4
2021-08-29,Vacation Friends,2021,https://boxd.it/ohEO,1.5
2021-08-29,Black Bear,2020,https://boxd.it/n8ru,4
2021-09-05,He's All That,2021,https://boxd.it/bFbA,0.5
2021-09-05,The Adventures of Sharkboy and Lavagirl,2005,https://boxd.it/1Ozm,2.5
2021-09-05,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI,4
2021-09-07,Cinderella,2021,https://boxd.it/lSCY,0.5
2021-09-07,Happier Than Ever: A Love Letter to Los Angeles,2021,https://boxd.it/wcNs,3.5
2021-09-08,Reminiscence,2021,https://boxd.it/lhMM,1.5
2021-09-08,Annette,2021,https://boxd.it/f0RS,3.5
2021-09-10,Stormbreaker,2006,https://boxd.it/1XnY,1.5
2021-09-16,In the Mood for Love,2000,https://boxd.it/29tE,4.5
2021-09-23,The Truman Show,1998,https://boxd.it/18U8,3
2021-09-25,Dug Days,2021,https://boxd.it/wMAE,3.5
2021-09-27,Folklore: The Long Pond Studio Sessions,2020,https://boxd.it/sRk4,3.5
2021-09-27,The Matrix,1999,https://boxd.it/2a1m,4
2021-09-28,Oldboy,2003,https://boxd.it/29R2,4.5
2021-09-29,The Green Knight,2021,https://boxd.it/kuy2,4.5
2021-10-01,The Day After Tomorrow,2004,https://boxd.it/2aog,2
2021-10-03,The Guilty,2021,https://boxd.it/kOPW,3.5
2021-10-05,The DUFF,2015,https://boxd.it/8eP8,1
2021-10-08,Spencer,2021,https://boxd.it/qPMG,4.5
2021-10-08,The Lost Boys,1987,https://boxd.it/28DI,3
2021-10-10,The Falcon and the Winter Soldier,2021,https://boxd.it/sbH6,3
2021-10-11,The Royal Tenenbaums,2001,https://boxd.it/1YHU,5
2021-10-12,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/jLP8,5
2021-10-18,Titane,2021,https://boxd.it/nlQC,4
2021-10-19,The Tragedy of Macbeth,2021,https://boxd.it/lMi4,3.5
2021-10-20,Venom,2018,https://boxd.it/b8wA,1.5
2021-10-21,Venom: Let There Be Carnage,2021,https://boxd.it/llco,1
2021-10-26,Dune,2021,https://boxd.it/fA7G,5
2021-10-26,Black Widow,2021,https://boxd.it/hWV8,3
2021-11-03,LEGO Star Wars Terrifying Tales,2021,https://boxd.it/woeY,2
2021-11-14,The Simpsons in Plusaversary,2021,https://boxd.it/x5vI,1.5
2021-11-14,Eternals,2021,https://boxd.it/j36o,3.5
2021-11-14,All Too Well: The Short Film,2021,https://boxd.it/xTmc,3
2021-11-15,Keeping Up with the Joneses,2016,https://boxd.it/aS5y,2
2021-11-16,Olaf Presents,2021,https://boxd.it/xT8k,3.5
2021-11-16,Ciao Alberto,2021,https://boxd.it/x4F8,3
2021-11-22,Diary of a Wimpy Kid: Dog Days,2012,https://boxd.it/2TG0,1.5
2021-11-25,Spider-Man,2002,https://boxd.it/2a8i,2.5
2021-11-29,Scenes from a Marriage,2021,https://boxd.it/wzSU,4
2021-12-03,Spider-Man 2,2004,https://boxd.it/2a88,3
2021-12-08,Spider-Man 3,2007,https://boxd.it/2a7Y,1.5
2021-12-12,The Amazing Spider-Man 2,2014,https://boxd.it/3utM,1.5
2021-12-13,Spider-Man: Homecoming,2017,https://boxd.it/aboM,4.5
2021-12-14,The Lorax,2012,https://boxd.it/2w9M,2
2021-12-21,West Side Story,2021,https://boxd.it/iwt0,3.5
2021-12-22,House of Gucci,2021,https://boxd.it/nVkC,1
2021-12-24,Hawkeye,2021,https://boxd.it/xQqK,3
2021-12-24,The Muppet Christmas Carol,1992,https://boxd.it/1WgC,2.5
2021-12-24,Happiest Season,2020,https://boxd.it/iS3I,2.5
2021-12-25,Encanto,2021,https://boxd.it/kPRu,4
2021-12-25,Don't Look Up,2021,https://boxd.it/o0Hc,4
2021-12-25,Happy Christmas,2014,https://boxd.it/7bjm,2
2021-12-27,What We Did on Our Holiday,2014,https://boxd.it/8qLs,3
2021-12-27,Red Notice,2021,https://boxd.it/ixtq,1.5
2021-12-30,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,4
2022-01-02,Chaos Walking,2021,https://boxd.it/ey2M,2
2022-01-04,Harry Potter 20th Anniversary: Return to Hogwarts,2022,https://boxd.it/xXJk,3
2022-01-08,The Last Duel,2021,https://boxd.it/mQbe,4
2022-01-10,"tick, tick... BOOM!",2021,https://boxd.it/jz2e,4
2022-01-10,Jungle Cruise,2021,https://boxd.it/g4YK,1
2022-01-11,Hotel Transylvania,2012,https://boxd.it/2DF6,2.5
2022-01-11,Hotel Transylvania 2,2015,https://boxd.it/4ZLk,2
2022-01-12,Being the Ricardos,2021,https://boxd.it/iJQc,2
2022-01-14,The Lost Daughter,2021,https://boxd.it/kgww,4
2022-01-18,The Summit of the Gods,2021,https://boxd.it/qFIu,4.5
2022-01-18,Ready or Not,2019,https://boxd.it/kOf0,3.5
2022-01-18,Memoria,2021,https://boxd.it/iwtE,2.5
2022-01-20,Frozen II,2019,https://boxd.it/aPvo,2.5
2022-01-21,The Kid Detective,2020,https://boxd.it/r0qm,3.5
2022-01-25,Good Time,2017,https://boxd.it/fcFu,4.5
2022-02-06,Devs,2020,https://boxd.it/ppHI,3.5
2022-02-07,The Souvenir,2019,https://boxd.it/gXU4,4
2022-02-07,The Souvenir: Part II,2021,https://boxd.it/gXTK,4.5
2022-02-07,The Adventures of Tintin,2011,https://boxd.it/1Irc,3.5
2022-02-15,Ghostbusters: Afterlife,2021,https://boxd.it/f4Pw,1.5
2022-02-15,Uncharted,2022,https://boxd.it/b5Dy,2.5
2022-02-21,Petite Maman,2021,https://boxd.it/s6je,4
2022-02-21,Batman,1966,https://boxd.it/26uO,2.5
2022-02-22,Batman,1989,https://boxd.it/2aIU,3
2022-02-22,Batman Returns,1992,https://boxd.it/2awa,3.5
2022-02-23,Batman: Mask of the Phantasm,1993,https://boxd.it/1N6S,4
2022-02-23,Batman Forever,1995,https://boxd.it/2ara,1.5
2022-02-24,Batman & Robin,1997,https://boxd.it/2ar0,1
2022-02-24,Catwoman,2004,https://boxd.it/2aBY,0.5
2022-03-05,The Outfit,2022,https://boxd.it/u6Eq,3
2022-03-05,The Worst Person in the World,2021,https://boxd.it/oyws,5
2022-03-06,12 Years a Slave,2013,https://boxd.it/2D2e,4
2022-03-08,Bergman Island,2021,https://boxd.it/h86E,2
2022-03-22,The Power of the Dog,2021,https://boxd.it/m99E,4.5
2022-03-22,The Batman,2022,https://boxd.it/eDGs,5
2022-03-24,Turning Red,2022,https://boxd.it/ipkq,4
2022-03-25,The Dark Knight,2008,https://boxd.it/2b0k,4.5
2022-03-26,Belfast,2021,https://boxd.it/tefG,2.5
2022-03-26,I Want You Back,2022,https://boxd.it/poyU,2.5
2022-03-28,King Richard,2021,https://boxd.it/mJZ2,4
2022-03-28,CODA,2021,https://boxd.it/tbf4,2.5
2022-03-30,Nightmare Alley,2021,https://boxd.it/m0HC,3.5
2022-03-30,Drive My Car,2021,https://boxd.it/sv94,4
2022-03-31,The Eyes of Tammy Faye,2021,https://boxd.it/mbB6,3.5
2022-03-31,Fresh,2022,https://boxd.it/tCNi,3.5
2022-04-01,Red Rocket,2021,https://boxd.it/sGpi,4
2022-04-01,OLIVIA RODRIGO: driving home 2 u (a SOUR film),2022,https://boxd.it/zrig,3.5
2022-04-06,The Bubble,2022,https://boxd.it/sKAa,2
2022-04-07,Matthias & Maxime,2019,https://boxd.it/iOQ2,3.5
2022-04-08,Better Nate Than Ever,2022,https://boxd.it/vaVC,2.5
2022-04-09,Murder Mystery,2019,https://boxd.it/iEBm,1.5
2022-04-09,The Great Hack,2019,https://boxd.it/kL8g,2.5
2022-04-09,Jumanji: The Next Level,2019,https://boxd.it/ixu4,2.5
2022-04-09,Zombieland: Double Tap,2019,https://boxd.it/bgb6,2.5
2022-04-09,Good Boys,2019,https://boxd.it/iW1G,2.5
2022-04-09,Pokémon Detective Pikachu,2019,https://boxd.it/fVA0,2.5
2022-04-09,Katherine Ryan: Glitter Room,2019,https://boxd.it/llTs,2.5
2022-04-11,Sonic the Hedgehog 2,2022,https://boxd.it/pb8O,3
2022-04-11,Silver Linings Playbook,2012,https://boxd.it/2TTo,2.5
2022-04-14,Fantastic Beasts and Where to Find Them,2016,https://boxd.it/7FPC,2
2022-04-14,Fantastic Beasts: The Crimes of Grindelwald,2018,https://boxd.it/bg8G,1.5
2022-04-15,Morbius,2022,https://boxd.it/j978,1
2022-04-16,Last Night in Soho,2021,https://boxd.it/lbJC,2.5
2022-04-24,The Northman,2022,https://boxd.it/nK2s,4
2022-04-24,Barb & Star Go to Vista Del Mar,2021,https://boxd.it/lX9M,3.5
2022-04-24,When Billie Met Lisa,2022,https://boxd.it/Am3i,2
2022-04-26,The Talented Mr. Ripley,1999,https://boxd.it/2924,4.5
2022-05-05,Moon Knight,2022,https://boxd.it/zeDq,3
2022-05-10,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/gaTc,3
2022-05-12,Drive,2011,https://boxd.it/IG,3
2022-05-15,Senior Year,2022,https://boxd.it/u8C2,2
2022-05-21,Chip 'n Dale: Rescue Rangers,2022,https://boxd.it/eSk2,3
2022-05-23,Spring Breakers,2012,https://boxd.it/421s,1.5
2022-05-25,The Lost City,2022,https://boxd.it/sg0Q,2.5
2022-05-26,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,5
2022-05-26,Mrs. Doubtfire,1993,https://boxd.it/29Cw,3.5
2022-06-02,Fantastic Beasts: The Secrets of Dumbledore,2022,https://boxd.it/bg8Q,1.5
2022-06-15,"Good Luck to You, Leo Grande",2022,https://boxd.it/stYk,4
2022-06-16,The Woman Who Ran,2020,https://boxd.it/oEEi,2
2022-06-16,Romeo + Juliet,1996,https://boxd.it/2ama,3
2022-06-16,Men,2022,https://boxd.it/tlc0,2
2022-06-20,Lightyear,2022,https://boxd.it/qV1G,2.5
2022-06-21,Cha Cha Real Smooth,2022,https://boxd.it/uF8E,4
2022-06-26,Despicable Me,2010,https://boxd.it/1DD8,2
2022-06-27,Obi-Wan Kenobi,2022,https://boxd.it/yLBA,3
2022-06-30,Top Gun: Maverick,2022,https://boxd.it/cjr4,4
2022-07-02,Elvis,2022,https://boxd.it/mK4w,4
2022-07-08,Thor: Ragnarok,2017,https://boxd.it/8MHi,3.5
2022-07-10,The Spectacular Now,2013,https://boxd.it/4VSG,1.5
2022-07-10,Wine Country,2019,https://boxd.it/izJU,1
2022-07-15,The Edge of Seventeen,2016,https://boxd.it/d5nu,3.5
2022-07-15,The Adam Project,2022,https://boxd.it/q2Dg,2
2022-07-21,Ms. Marvel,2022,https://boxd.it/ANCY,3.5
2022-07-21,"Paris, Texas",1984,https://boxd.it/29Ts,4.5
2022-07-22,Mr. & Mrs. Smith,2005,https://boxd.it/29CG,2
2022-07-23,Lemonade Mouth,2011,https://boxd.it/4bG,2
2022-07-24,Two for the Road,1967,https://boxd.it/22AI,4
2022-07-25,Lost in Translation,2003,https://boxd.it/2b0E,2
2022-07-26,The Gray Man,2022,https://boxd.it/rb7q,1.5
2022-07-27,Persuasion,2022,https://boxd.it/uVFY,1
2022-07-28,Monte Carlo,2011,https://boxd.it/hqk,2
2022-07-28,Arthur and the Revenge of Maltazard,2009,https://boxd.it/1tKI,1.5
2022-07-28,Camp Rock,2008,https://boxd.it/1PHw,2
2022-07-28,Camp Rock 2: The Final Jam,2010,https://boxd.it/Sru,2.5
2022-07-28,For a Few Dollars More,1965,https://boxd.it/29eu,3.5
2022-07-30,Love & Other Drugs,2010,https://boxd.it/UIi,2
2022-07-31,Skyfall,2012,https://boxd.it/17Fc,3.5
2022-08-03,Bullet Train,2022,https://boxd.it/qW26,3.5
2022-08-11,Not Okay,2022,https://boxd.it/vCEY,3.5
2022-08-12,LEGO Star Wars Summer Vacation,2022,https://boxd.it/B3gY,2
2022-08-12,Groot's First Steps,2022,https://boxd.it/CcTM,2.5
2022-08-12,The Little Guy,2022,https://boxd.it/CcU6,3
2022-08-12,Groot's Pursuit,2022,https://boxd.it/CcUq,3
2022-08-12,Groot Takes a Bath,2022,https://boxd.it/CcTW,3
2022-08-12,Magnum Opus,2022,https://boxd.it/CcUg,2.5
2022-08-15,Funny Pages,2022,https://boxd.it/lrlm,3.5
2022-08-17,Aftersun,2022,https://boxd.it/Arw0,4.5
2022-08-17,Nope,2022,https://boxd.it/sDCe,4
2022-08-17,Kicking and Screaming,1995,https://boxd.it/1pHK,3
2022-08-18,While We're Young,2014,https://boxd.it/7oOs,3.5
2022-08-21,Columbus,2017,https://boxd.it/eCuA,4.5
2022-08-22,After Yang,2021,https://boxd.it/lx5a,4
2022-08-22,HOMECOMING: A film by Beyoncé,2019,https://boxd.it/lS2Q,4.5
2022-08-24,Bodies Bodies Bodies,2022,https://boxd.it/iRcE,4.5
2022-08-29,Zookeeper,2011,https://boxd.it/16gq,1
2022-09-01,Princess,2022,https://boxd.it/ziqU,2.5
2022-09-01,Living,2022,https://boxd.it/syDQ,3.5
2022-09-02,White Noise,2022,https://boxd.it/rXgK,3.5
2022-09-03,A Couple,2022,https://boxd.it/BYjK,1.5
2022-09-04,TÁR,2022,https://boxd.it/uNIA,4.5
2022-09-04,"BARDO, False Chronicle of a Handful of Truths",2022,https://boxd.it/pAgy,4
2022-09-05,Bones and All,2022,https://boxd.it/tLd4,4
2022-09-05,Athena,2022,https://boxd.it/waii,3.5
2022-09-05,All the Beauty and the Bloodshed,2022,https://boxd.it/BYjU,4.5
2022-09-05,Argentina 1985,2022,https://boxd.it/qLxM,3
2022-09-05,Master Gardener,2022,https://boxd.it/wNuC,1.5
2022-09-07,L'immensità,2022,https://boxd.it/sXPC,3
2022-09-07,Bobi Wine: The People's President,2022,https://boxd.it/BYm0,3
2022-09-08,Other People's Children,2022,https://boxd.it/ufP8,3
2022-09-08,Monica,2022,https://boxd.it/jHlI,2.5
2022-09-08,Love Life,2022,https://boxd.it/yXzm,3.5
2022-09-09,Don't Worry Darling,2022,https://boxd.it/mViu,3.5
2022-09-09,Lord of the Ants,2022,https://boxd.it/vGMi,3
2022-09-10,The Banshees of Inisherin,2022,https://boxd.it/p7XS,4.5
2022-09-10,Saint Omer,2022,https://boxd.it/yShC,2
2022-09-11,The Eternal Daughter,2022,https://boxd.it/tJnG,3.5
2022-09-11,Beyond The Wall,2022,https://boxd.it/BYk4,3
2022-09-11,Dreamin' Wild,2022,https://boxd.it/xuw2,3.5
2022-09-12,The Son,2022,https://boxd.it/umm8,2
2022-09-13,Blonde,2022,https://boxd.it/9AG0,3
2022-09-13,No Bears,2022,https://boxd.it/ANxk,2.5
2022-09-13,Copenhagen Cowboy,2022,https://boxd.it/DBxo,4
2022-09-13,The Whale,2022,https://boxd.it/tw4c,5
2022-09-18,Welcome to the Club,2022,https://boxd.it/CovC,2.5
2022-09-18,Starter for 10,2006,https://boxd.it/1OQW,2
2022-09-19,Thor: Love and Thunder,2022,https://boxd.it/mMAY,2.5
2022-09-20,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,4
2022-09-21,See How They Run,2022,https://boxd.it/sNVq,3
2022-09-24,The Woman King,2022,https://boxd.it/r9a8,3
2022-09-24,Crimes of the Future,2022,https://boxd.it/uTuY,1.5
2022-10-09,Megamind,2010,https://boxd.it/16Sk,3
2022-10-13,Emily,2022,https://boxd.it/qrMC,4
2022-10-17,Cats & Dogs,2001,https://boxd.it/1UUq,1
2022-10-17,Cats & Dogs: The Revenge of Kitty Galore,2010,https://boxd.it/13l8,1
2022-11-09,She-Hulk: Attorney at Law,2022,https://boxd.it/CjLK,3.5
2022-11-10,Amsterdam,2022,https://boxd.it/oJ58,1
2022-11-10,Trainspotting,1996,https://boxd.it/29XY,4
2022-11-10,T2 Trainspotting,2017,https://boxd.it/5vTA,3
2022-11-10,A Nightmare on Elm Street,1984,https://boxd.it/2aw0,3
2022-11-10,Enola Holmes 2,2022,https://boxd.it/vfDe,2.5
2022-11-10,Selena Gomez: My Mind & Me,2022,https://boxd.it/CDxS,3
2022-11-14,Do Revenge,2022,https://boxd.it/sFiA,3
2022-11-20,Weird: The Al Yankovic Story,2022,https://boxd.it/yYZA,3
2022-11-24,Taylor Swift: Reputation Stadium Tour,2018,https://boxd.it/kQ0w,3.5
2022-11-27,Glass Onion,2022,https://boxd.it/oCkK,4
2022-12-01,Solo: A Star Wars Story,2018,https://boxd.it/bGWs,2
2022-12-04,The Guardians of the Galaxy Holiday Special,2022,https://boxd.it/t77K,3.5
2022-12-09,Looking: The Movie,2016,https://boxd.it/cTtg,3
2022-12-18,Causeway,2022,https://boxd.it/lWQq,3.5
2022-12-18,Entergalactic,2022,https://boxd.it/CPN4,3
2022-12-19,Night at the Museum: Kahmunrah Rises Again,2022,https://boxd.it/sd7Y,1.5
2022-12-20,Avatar,2009,https://boxd.it/1Efm,3.5
2022-12-20,Avatar: The Way of Water,2022,https://boxd.it/2E2E,4
2022-12-22,The Unbearable Weight of Massive Talent,2022,https://boxd.it/o6eK,2.5
2022-12-22,The Menu,2022,https://boxd.it/lScm,3
2022-12-23,The Good Nurse,2022,https://boxd.it/jIXI,4
2022-12-24,She Said,2022,https://boxd.it/vBaI,3.5
