Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-09-07,Cinderella,2021,https://boxd.it/27wKLF,0.5,,"Weirdly the most girlboss and anti-girlboss movie at the same time. Not even bad funny this is just bad, it tries so hard to be ""not like the other girls"" but it ends up being regressive in its attempted feminism. The music, costumes, acting, attempts at comedy and story are all atrocious, this is easily in the worst 5 films I've ever seen.",,2021-09-05
2021-09-07,Happier Than Ever: A Love Letter to Los Angeles,2021,https://boxd.it/27xiQz,3.5,,"Oxytocin was hands down the best, the visuals and the editing were just stunning",,2021-09-06
2021-09-08,Reminiscence,2021,https://boxd.it/27GGqD,1.5,,"When I say I’m disappointed after watching this that’s putting it lightly. Lisa Joy has co-created what I believe to be one of TV’s best offerings currently in “Westworld” so I was beyond excited to see what her directorial debut had to offer. Reminiscence has a stellar cast, a fascinating premise, a futuristic setting saturated in neo-noir vibes and some beautiful visuals… but it’s just boring. By all means it should work but the film is less than a sum of its parts.

The main problem with the film is it just feels lifeless, there’s no energy to the scenes, even in the action it feels so static. The voiceover work by Hugh Jackman is reminiscent of Harrison Ford’s work in Blade Runner, it permeates the entire film and Jackman sounds so bored giving long speeches of exposition that it only enhances the boring atmosphere. 

The world the film has set up is so interesting; climate change has ruined the planet and flooded cities and it’s so hot during the day that humanity has been forced to become a nocturnal species. The story the film chooses to tell however isn’t even half as interesting as the world it takes place in. The chemistry between Jackman and Ferguson is extremely unbelievable yet it’s the linchpin of the film, this makes for a thoroughly disastrous combination. The film decides to skip over the majority of their relationship to get to the mystery which does no help for trying to make their love believable.

The first two acts are meandering and drag their feet so much so that the third act - which has a fairly interesting twist - falls completely flat and fails to have the desired effect. The ending then seems to just uproot and abandon what we’ve previously seen and is just plain boring. This was an unfortunate miss from Joy, the world that was built deserved a better script but sadly this film will be forgotten and left in the past.",,2021-09-06
2021-09-08,Annette,2021,https://boxd.it/27Llff,3.5,,"If you’ve ever wondering what Adam Driver looked like singing while performing cunnilingus, then have I got the film for you. Annette is strange. There’s no other way of putting it, this is a bizarre film that is definitely not for everyone. There’s a lot to love in here but the film is so dead set on being something you’ve never seen before, which at times is quite delightful and shocking, but ultimately it leads to the film getting a bit lost in the grandeur and the spectacle it’s offering.

The film follows Adam Driver playing a failing comedian and Marion Cotillard playing a famous opera singer. Both actors deliver show stopping performances, but Driver truly shines in the film, delivering one of, if not, the best performance of his career. He plays Henry with such a nuanced anger that is boiling under the surface for an extended period of time until it explodes and we are treated to the evil that was hidden under his character all along. It was disappointing to see Cotillard so under-utilised, despite her performance being so magnetic and elegant. Also I was shocked to see Leonard from The Big Bang Theory (Simon Helberg) in the film and delivering a standout performance, his character while not in the film a lot made a powerful impact that I’m sad we didn’t get to see more of him.

The visuals of the film are also truly stunning. The cinematography by Caroline Champetier is just stunning, accompanied by some beautifully utilised lighting. The use of colour in the film is something else, the film is often saturated in either green, red, or yellow with each colour taking on different meanings throughout. Green often accompanies Driver’s character that highlights the inherent greed that’s within him and ultimately consumes him. Red can be found in scenes with Cotillard, in what she wears and in her hair, it symbolises blood and that can also be seen as a strong motif with Ann, but also love. I take this to be a juxtaposition of such that’s ironic as she is killed at the hands of her lover. Yellow is the most interesting colour in the film and is used subtly to highlight Henry’s possessive nature over the people and thing’s he cares about. Most notably, as their relationship begins to fail, we see Ann dressed in yellow which indicates that it’s no longer a relationship of equals but Henry has internalised this toxic behaviour and is taking it out on his wife.

The music at times is great but it doesn’t ever really live up to the opening number which has more of a gravity to it. The songs throughout seem to just come and go as they please, and while this creates a continuous musical which in itself is impressive, there’s no real standout songs. Thematically the film is fascinating - on a surface level. The first half being A Star is Born-esque with a failing and rising artist and how their relationship evolves as their fame does then a second half that focuses more on the exploration of children for fame and money. The film to some extent explores these themes but it doesn’t really have a lot to say about them in the end. The way the film decides to end evokes the idea that what you’ve just watched is instead a character study, but Carax fails to build any real emotional attachment to the characters throughout that it falls flat. The film has less of an impact due to its simplistic plot and opting for more lavish and creative stylings that surround it.

The film has some jarring editing in places that honestly didn’t need to be there, it didn’t enhance or elevate anything on screen and for the most part the film evokes this feeling a lot of the time; like a basic story that’s wrapped in an arthouse aesthetic to make it more meaningful than it is. That brings me to the puppet. The daughter of Henry and Ann is played by a puppet in the film until the final sequence. It’s then that the metaphor becomes clear and suddenly sequences that played out prior become clearer. Ann joyously dancing with her as she sees her as a thing to play with, to cherish, to love. While Henry holds her delicately, with a grace as he stares at her, at this object he holds in his hand. This furthering the idea of exploiting his daughter for his own greed and the objectification of her. And while this symbolism is powerful and thoughtful, the film doesn’t really play out like this. There were numerous times in the cinema that my audience (and myself) didn’t know whether or not to laugh, the scenes that were playing out were so absurd it was hard to take seriously. I think this is where Carax ultimately loses the power of the film, its tone. There’s no real consistency to it, it’s absurd but is it asking the audience to take the absurdity and accept it or to be shocked.
",,2021-09-07
2021-09-11,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/283u3j,4,Yes,The shot of Trevor Slattery in the army as they prepare for battle has to be one of the funniest shots in the MCU,,2021-09-09
2021-09-12,The Dark Knight,2008,https://boxd.it/28fKIV,5,Yes,"Saw this in a cinema thanks to <a href=""https://letterboxd.com/luceella/"" rel=""nofollow"">Lucilla</a> and it was a truly beautiful experience. To hear Hans Zimmer’s score in surround sound was something special. I know everyone says how good Heath Ledger is, I mean for good reason it’s easily one of the best performances I’ve seen, but Aaron Eckhart and Gary Oldman are fantastic and their performances deserve a lot more credit",,2021-09-11
2021-09-16,In the Mood for Love,2000,https://boxd.it/28Pu3p,4.5,,"Got to see this in a cinema which was amazing, I’m a little bit at a loss for words (which is rare for me), this was something special, to see love and loneliness interlinked together in the most beautiful way. The love in this film isn’t a cheesy rom-com, it’s real, raw and it hurts.",,2021-09-15
2021-09-23,The Truman Show,1998,https://boxd.it/29GWoV,3,,"Conceptually fantastic, the philosophical implications this has and it’s social commentary, especially pertaining to today’s society, is fascinating and Jim Carrey gives a wonderful performance. BUT, I just don’t think this film is as groundbreaking as it wants to be. I think what’s set up is more interesting that the story we’re invited to watch. The plot feels very thin and relies heavily on the high concept that the film uses but after the gimmick is played out the film has a hard time maintaining the entertainment factor it has at the start. Also the vignetting was annoying every time after the first, we get it there’s cameras but this looks like an iPhone 4 edit",,2021-09-20
2021-09-25,Dug Days,2021,https://boxd.it/29XfN3,3.5,,Way better than Monsters at Work,,2021-09-15
2021-09-27,Folklore: The Long Pond Studio Sessions,2020,https://boxd.it/2ahLp3,3.5,,"Currently my studying album and feels like Autumn to me, the acoustic version of these songs are beautiful. I think Taylor Swift has stereotypes around her as being a pop singer that talks all about boys and that’s it, but after reading reviews of her music and people talking about her being a masterful storyteller I decided to listen to this album and I’m glad I did. The penmanship on the songs is amazing, Swift can truly paint a picture with a song. The album recording was kinda basic though in its production, nothing special in terms of the visuals but audibly it’s an absolute treat",,2021-09-24
2021-09-27,The Matrix,1999,https://boxd.it/2ahNQv,4,,"Not what I expected at all. I don’t know what I was expecting going in but it wasn’t this, this was a full-on action film and I loved it. The storyline itself is complex and beautiful and brings up so many philosophical questions between choice and fate and so many others but it’s also riddled with cliches and stereotypes of blockbuster films. However the film pulls them off very well that it never gets annoying, only cheesy, in the best possible way. There’s some incredibly jarring foley that really annoyed me and some patchy acting but THAT 3rd act… it was incredible. It was so hyped filled and the action was choreographed brilliantly along with the great cinematography by Bill Pope.

All the characters were great but MVP of the film is Tank, what a great character and his revenge moment is incredible. Also I think I have a crush on young Keanu Reeves and Carrie-Anne Moss. Also the “Dodge this” moment is CINEMA",,2021-09-27
2021-09-28,Oldboy,2003,https://boxd.it/2amSYz,4.5,,WHAT THE FUCK,,2021-09-27
2021-09-28,Pitch Perfect,2012,https://boxd.it/2aqVtR,3,,"There was a HUGE spider in my room so I stayed up watching this instead cause I wanted something light that I could try sleep to. Honestly this film is so bloody funny when it wants to be and when it’s not being racist and homophobic, which I found so weird as it was released in 2012. Rebel Wilson’s improv game in this film though is impeccable",,2021-09-28
2021-09-29,The Green Knight,2021,https://boxd.it/2axZGT,4.5,,"“Why Greatness? Why Is Goodness Not Enough?”

The Green Knight is another fantastically shot thinker of a film from A24. Leaving the cinema my thoughts were consumed by the film's themes and messages, what was the film truly trying to say? This will not be for everyone but if you want something thought-provoking, something that’s delicately and purposefully slow-paced, that begs you to question and ponder about the existential aspects of life then this film is for you.

The film truly wouldn't be as much of a powerhouse without the magnetic and captivating performance of Dev Patel as Gawain. Patel is awe-inspiring in this role, completely embodying all the nuances going on inside Gawain's mind with such ease. In the final act the film is void of dialogue for the most part, yet Patel is able to flex and convey a plethora of deeply complex feelings so effortlessly, it's a pure treat to witness.
 
Alongside him the supporting cast is great, Joel Edgerton, while in very little of the film, is great. Barry Keoghan is fantastic as the scavenger; he plays both the helpful and menacing sides to his character to perfection. But Alicia Vikander absolutely steals the show in both her roles (I didn't realise until after the film that she played the prostitute as well). She's able to convey such a tenderness in the beginning with Patel, which the film doesn't oversexualise, it's this pure love between the two we're given instead. And later as the Lady she delivers what's easily the best monologue I've heard about the colour green. Seriously though, the screenwriting in this speech and the way Vikander delivers it with poise and purpose accompanied by some clever sound design made this a standout moment in the film.

On the more technical side of things the movie is practically perfect. This film is STUNNING. It's hard to put into words how beautiful this film really is, every shot feels so precisely chosen, every detail placed in the frame is meant to be there. Paired with the incredible cinematography is some equally incredible lighting, any scene that featured fog was utilised so well, but especially when the fog had an orange hue to it, every single frame was just delightful to witness. The production design was hand-crafted to perfection, the scenes in the castle were visually delightful and the green knight himself was a piece of art. Also, the crowns are some of the coolest and most visually striking pieces of clothing I've seen in a film, they were so unique but fit so well in the medieval setting.

Let's talk about what might be my favourite aspect of the film though, the score. What can I say, Daniel Hart has crafted something truly special in the score to this film. Filled to the brim with a bevy of strings and orchestral, melodic voices, the score does much to help bring this ethereal and eerie atmosphere to life. Especially in the 3rd act when all we really have audio wise is the score, it shines in how effortlessly it's able to help craft the world and the story David Lowrey wants to tell.

Speaking of the story, this is where I really want to dig into the plot of the film and its themes. This film has MANY layers, which is honestly a reason in itself to love it as it can be interpreted in many different ways. Firstly, I want to look at this film as being a dissection on what it means to be honourable. At the beginning of the film Gawain is enjoying the pleasures in life that come from being the nephew to the King yet still yearns for more, he wants to be a noble and brave as the knights that surround King Arthur's table. So, when he sees this opportunity to slay the green knight, he jumps at the chance where no one else would. Gawain decides to chop the head of the knight off, despite being allowed to chop any part off, this is the first hint of the toxic idea he has surrounding honour and valour. When the scavengers take his things and tie him up, we get a beautifully drawn-out scene where the camera does a 360 pan as the seasons change and we find Gawain dead yet the camera then reverses and reveals Gawain alive and manages to escape. Here is the first time we explore what Gawain pictures his future as, he sees that unless he escapes, he will end up dead succumbing to the green of the Earth, dying a natural death, far from the honourable death he is marching towards. So, he escapes, under the fear of being dishonourable.

It's really this idea of honour that is Gawain's driving force, the idea that if he doesn't fulfil the agreements of the game, he is somehow cowardly and unworthy of knighthood. When we get to the ending and then we see another vision of Gawain and how he pictures his life going if he runs away from the green knight, it's saturated in the idea that Gawain is terrified of the perception of cowardness. The life he pictures is based on a lie, off an internal struggle that he can't live like a ""knight"" because he isn't one, he ran away from his fight and is dishonourable. It's then that at the end of this sequence we see him beheaded, as although he managed to escape the green knight, he never really did. The green knight would always have a grasp over his life, the idea of honour that he's engrained into himself is something he can't let go of. This honour and pride complex that Gawain has so deeply encompassed his life, and this inert desire to be ""knightly"" could be viewed as toxic perception of masculinity.

Alicia Vikander's characters are ones of interest throughout the film as they pertain to this theme. Essel represents a good life, one filled with love and tenderness but not the life Gawain desires. When Gawain is thinking about his future, he takes the child that they had together off Essel and marries someone else. It compounds this idea of toxic masculinity, the fact that Gawain couldn't imagine himself settling down for love, he had to maintain honour and pride by marrying someone of stature. The Lady, on the other hand, exposes the honour/coward complex Gawain is battling. When she offers him the belt, he is so scared for his life that he desires the belt for protection and when he receives it she calls him unworthy. This just ends up pushing Gawain further into the idea that he must uphold the idea of honour, to prove to The Lady, and himself, that he's not cowardly.

Yet when we return from the vision, Gawain takes off the belt and lets the green knight have the opportunity to behead him. Apparently, Gawain had two choices in his eyes, even though us as the audience know he could've had a life with Essel and lived a normal life. But Gawain views the green knight beheading him as the honourable thing to do. I have a slight issue as to why he sees the decision as so binary though. Many times throughout the film Gawain is told the whole thing is a ""game"", yet Gawain views his quest as being so serious, as something to make him honourable. At the end of the film, instead of realising that he doesn't have to become ""great"", he can go home and live a ""good"" life, he finds honour by dying at the hands of the green knight. I just think it's a little contradictory as to what the film had building towards prior, like the scene where he's so scared of a natural death yet ends up dying in nature at the hands of the green knight.

I have a slight issue too with his mother. It's clear that his mother created the green knight and is watching him on his journey as various creatures, what confuses me is why she created him? To give her son an opportunity to show honour? To show her son how good his life is, that he doesn't have to be ""knightly""? To make her son the King? All of the reasons I think are completely valid, but I don't know if any of them are entirely compelling to the story. There are some other elements to the film that I don't think cohesively tie into the themes that well, but they didn't bother me that much.

I could go on about this film for ages, I might do a video essay on it, as this film is stuffed with so many deep questions and ideas that are a lot of fun to explore. Easily one of the best films of the year, it's absolutely gorgeous and one of best screenplays I've seen, with such clever dialogue enhanced by captivating performances and a powerhouse score. And there's a cute fox.

Also, the film is weirdly comedic at times. ""But you are my sister's boy, queefed from her womb"" This line is screenwriting at its best",,2021-09-28
2021-10-03,The Guilty,2021,https://boxd.it/2b4OlB,3.5,,"The Guilty is an artistic rendition that simulates expertly the overwhelming anxiety of a 911 operator in a world that’s falling apart around him. The film is helmed by an absolute standout performance from Jake Gyllenhaal, who never fails to disappoint. He embodies the angst and stress Joe Baylor is under so perfectly and helps to heighten this looming stressful atmosphere with his own rising unease with the scenario. The disembodied star-studded cast are also fantastic, particularly Riley Keough who gives an unnerving and nuanced voice performance that really sells the twist.

For being a single location film as well the direction was impressive, there’s a clear rise in tension throughout the film which Fuqua skilfully allows to seep into the film slowly and leaves you towards the end reaching for an inhaler just like Joe. The anxiety is further enhanced by the editing, which again for being a film in a single location was impressive, and the score, but the score should have been utilised more as it really could’ve powerfully conveyed and enhanced the stress in the audience. The film was pretty stressful by itself so I’m not sure everyone would’ve enjoyed that but it could’ve made the experience more dramatic and make the twists and turns even more tense.

Now, for what really irked me about this film: it’s plot and the messaging. So the A plot is where this film shines, it’s where all the tension builds effortlessly, it’s paced perfectly, the dialogue is smart, it just keeps audiences engaged the entire time. At the same time we have a B plot running that surrounds Joe’s troubled past as a cop and it’s not revealed until later in the film what that troubled past was. For one, the tension and pacing of this “mystery” was awful and it’s predictable what happened to Joe anyway. But that’s not the problem for me, the problem arises with the way the film chooses to depict Joe and his actions.

*Spoilers* We find out that Joe abused his powers as a cop and shot a 19 year old boy. Placing this film within the recent context of policing, specifically in America, highlights how much of a problem police brutality is yet how the film then chooses to light Joe after we find this out seems so distasteful. Joe seems to find relief in confessing to both Emily and the Los Angeles Times and the way the film frames his confession feels like we should be happy for him, that he learned to be honest and deserves redemption. Now I’m not saying that he isn’t but it seems to contradict the start of the film when he’s blasé about his job and people phoning in for his help, also he’s been doing this job for 8 months and suddenly he feels remorseful after this one event?

It all just felt too on the nose and I didn’t like how it tried to paint police brutality as this excusable and easily redeemable thing, I know that’s not what the film was going for but that’s where it landed for me. Having Joe have a complete moral 180 and to make the audience sympathise with him is dangerous as it sets a standard that police brutality is something that can be redeemed by owning up to it, when the problem is the abuse of power in the first place. The ending would’ve been better if the audience wasn’t told what to think and simply ending with no bias, this would spark insightful conversations around police brutality which is needed right now.

I want to note that before seeing this film I was unaware that it was an American remake of a Danish film so take from that what you will but I judged the film based on how I enjoyed what I watched and not on it being a remake.",,2021-09-29
2021-10-08,Spencer,2021,https://boxd.it/2bQ3mX,4.5,,"London Film Festival Watch #1

“A fable based on a true tragedy.""

Spencer is a biopic, but it's a biopic in the way that only Pablo Larraín can make. The film fully integrates you into the mind of Diane and her fluctuating mental state under the oppressive control of the Royals. It depicts a pivotal weekend in Diane's life, when she realised that her marriage wasn't working and makes the decision to change the direction her life was heading in.

The film is helmed by an outstanding performance by Kristen Stewart, that will definitely earn her an Oscar nom, if not the award itself, for her enthralling portrayal of Princess Diane. It's truly something spectacular, from the near-perfect accent to the little mannerisms in her body language, the angst and stress was written all over her body (especially her shoulders, my god they put on a performance of their own in this film), every part of her performance felt delicately crafted and it was done so to perfection. It's so infused with emotion that I found myself getting emotional at the strangest of moments. There's a part in the film where Diane is playing and talking to her children that is just beautiful but so devastatingly sad it breaks your heart. Honestly after a few minutes I stopped seeing Kristen Stewart... she just became Diane. Easily one of the best performances of the year.

The supporting cast are great too, Sally Hawkins has a beautiful - all be it brief - role in the film, however this film is a dissection of Diane in a tumultuous time in her life. Since the film makes the decision to be character study of the complexities of the Princess of Wales, we rarely spend time with the other characters, but this is to the benefit of the film as it really allows you to get into Diane's psyche, placing you firmly in her scattered brain, bring you along for the ride.

The film itself is a technical triumph in every way possible. Johnny Greenwood composes a decadent, transcendent score that is just stunning. It creates this sense of anxiety that percolates the entire film, it never feels tense, just uncomfortable, that at moments builds into a sense of claustrophobia, in the best way possible. There's a scene at a dinner table with pearls and music that is just so hauntingly beautiful. A choice that I didn't love in the moment but on reflection really enjoy, is how the score dissipates at the end of the film and is replaced by the radio, simply because it felt like a valve opening, this release that Diane so desperately deserved, which played into the themes of the film so well.

In companion with this incredible score was equally incredible camerawork, which is no surprise coming from Claire Mathon who was the DP of Portrait of a Lady on Fire. Honestly this is probably my favourite aspect of the film, which is saying something as I adored both Kristen Stewart's performance and Greenwood's score. The way the camera moves in this film though is a thing of beauty. It's utilised in such a smart way that subtly conveys the themes of the film in its delicate movements. Throughout the film Diane expresses deep resentment towards the rigid and ordered way the Royals want her to live, and the shots simultaneously reflect this order. The static shots are so rigid themselves and restrict the scenes to function in an ordered way. Pair this with slow pans, lingering shots that are just a beat too long and the symmetry of the set design, it all helps it creating this incredibly uncomfortable and sickening atmosphere. This is then juxtaposed with such beautiful fluidity when we see Diane reflect on her childhood, and early years, and then when she breaks free. It's just beautiful to see the themes so deeply integrated into all aspects of the film.

Jackie is easily one of my favourite films and I think after this Larraín might just be in my top 10 directors, the way he perfectly crafted each section of the film is astounding. All the elements come together so beautifully to make something that elevates what the biopic genre can do. Like Jackie, this is a film that you can tell was shot on film and it's absolutely gorgeous, the colour grading, which is very similar to Jackie but just a bit lighter, is done to perfection and paired with the delightful cinematography, and the stunning costumes and set design, there's not one shot that isn't visually delightful to look at.

The film is far more psychological than I expected going in, where actually the main thematic thread of the film is really about the psychological state of Diane. As I've mentioned, the film plays about with the idea of control vs freedom and the torturous nature of order when order is all you have. I left the film feeling sick of the position Diane was put in because it seems like absolute hell, she had no autonomy and any chance she saw to reclaim it, she took, no matter the cost, or of the opinions of the Royal family. The film plays with this theme at any moment it can, in every element it can, that at points it does get a little tiresome. The film also while intentional in its pacing to exemplify this theme, going from slow order to chaotic face-paced freedom, is just a bit too slow at the start, and takes about 10 minutes to really start. However, these are nit-picks in what is a beautiful film and an emotional tribute to Diane.",profile,2021-10-07
2021-10-10,Last Night in Soho,2021,https://boxd.it/2c8U1f,2.5,,"London Film Festival Watch #2

Edgar Wright's first foray into psychological horror leaves a lot to be desired, despite technically being some of the best-looking work he's put out there yet. Last Night in Soho is an ambitious tale about the horrors of the mind and the tricks it can play on us. It tells the story of Eloise, a newly arrived fashion student in London, played by Thomasin McKenzie, and the mysterious way in which she's able to enter the 1960s where she slowly becomes enamoured by this confident, aspiring singer, played by Anya Taylor-Joy.

Let's start with the performances. Initially going into the film, due to promotional content and also just the calibre of both actresses, I expected both McKenzie and Taylor-Joy to share the screen time equally, but this is fully McKenzie's show, and she knocks it out of the park. She plays the timid, insecure role to a tee and as the film gets progressively more horror-esque, she breaks out into full scream queen mode that never felt out of place. The journey that her character takes throughout the film allows you to really feel for her in these more horrific moments, adding some emotional weight to them as you're sympathising with the sweet, shy girl that was developed in the beginning. Anya Taylor-Joy however, while she doesn't have as big a role as I expected (or wanted) she was fantastic in all that she was given, which is no surprise. All she has to do is step on screen and there's an immediate commanding presence that she just effortlessly exudes. Her role is quite subdued in many parts of the film yet still she's able to convey so much with so little, she exudes such an eerie atmosphere that is omnipresent for the whole runtime.

In terms of Wright's filmography, this is easily his best film visually. The colours of this film... my god. The transcendent glow of the neon lights that take on so much meaning throughout the film, the progressiveness of red that seems to completely envelope the film by the end, the warm dazzling glow of 1960s London streets, highlighting the glamorisation of the past, the film is steeped in lighting that so beautifully exemplified the genres the film was going for. There are clear distinct choices in cinematography here too, the shots of Anya Taylor-Joy staring into camera were amongst some of the most impactful.

The staples of a Wright film are written all over this too, just perhaps more dialled back that his previous work. The film keeps the trend of masterful editing in his films going, despite it being more clunky that usual, with some immaculate transitions and of course editing to the beat. Speaking of beats, it's no surprise that this film is choked full of incredible songs, easily one of the best aspects of the film is its soundtrack and the way it's utilised to enhance this horror theme Wright was going for. Also, if we can get a Spotify version of Anya Taylor-Joy singing Downtown that would be great please and thanks.

However, despite the film being beautiful, it's a beautiful mess. This film feels unpolished in a lot of ways Wright's previous work never does. For one, the script, something that pulls me towards Wright's films, is all over the place. The majority of the first half is written really well, we get Wright's staple comedy infused into the scenes while a lurking ever-present horror slowly creeps its way onto the screen. However, the second half of the film is so concerned with being a good horror and a good thriller and still trying to be comedic that it ultimately falls flat on all fronts and can't stick it's landing. The film sets out to be one thing and by the time it ends it feels as if the ending doesn't fit what we saw at the start of the film. The film is far more interesting when it's a horror of the mind, when the scary thing is the psychological torture Eloise is going through, and while that is still present towards the end, the way in which they choose to convey it, diminishes what they'd built up prior, and even worse it's not scary. (And this is coming from someone who gets scared of everything)

Alongside this clunky plot, is some shockingly bad acting. Aside from the 2 main actresses and Matt Smith, many of the performances don't feel like they belong in this film. Whether that's how they were directed to act, or it's due to the, at times, cringy dialogue, it just didn't fit everything that was going on around Eloise. Thematically too I thought the film was going in one direction, surrounding the treatment of women by men and how that has/hasn't changed over time, but after the ending is abandons this idea and lands on... nothing? There's a part in the film where something happens and from then on till the end it starts to unravel, much like the dress McKenzie makes throughout the film, once you notice the loose thread and pull on it, suddenly you've destroyed the beautiful dress that was there in the first place.

<a href=""https://letterboxd.com/jack_ramage/list/2021-ranked/"" rel=""nofollow"">2021 Ranked</a>
<a href=""https://letterboxd.com/jack_ramage/list/edgar-wright-ranked/"" rel=""nofollow"">Edgar Wright Ranked</a>",,2021-10-09
2021-10-12,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/2cvlAb,5,,"London Film Festival Watch #3

I’m blown away. Wes Anderson’s The French Dispatch is the director operating at full Wes Anderson and I adored it. In Anderson’s prolific filmography there’s many films you can point towards that are pieces of art based purely on visuals alone. However, The French Dispatch is on another level, every single frame feels meticulously crafted to perfection. The French Dispatch is an anthology film, telling three main stories, a small light story, and an obituary throughout its runtime. Ingeniously these stories comprise what would be the final edition of ‘The French Dispatch’, a magazine ran by Arthur Howeritz Jr., played by Bill Murray. As the stories play out, they’re intercut with Murray reflecting on the stories with their respective writers. The attention to detail in how these stories gets divided up will truly make you happy if you’re a fan of the sequencing in Anderson’s other work, from the very first frame to all the way through the credits. The staples of his other films are written all over this one, the vibrant, colourful landscapes of the settings, the picture-perfect symmetry prominent in each frame and the tangible, lived in sets making you truly believe that the chaotic kaleidoscope of a world he’s created is real.

Certain elements of The French Dispatch were truly special, however. Anderson’s films have always been ones to play with the screen they are confined to, really making use of the real estate one has to tell their story the best they can. This film is no different, and in actuality is the director’s best use of the screen. For starters the 4:3 aspect ratio works so well here as it feels like you’re reading the magazine the delightful world takes place in. The strength in using this aspect ratio really shines when the film breaks the confinement of the magazine walls. It’s employed many times throughout the films all to different effect, my favourite use of it though has to be in the first story where the film suddenly bursts into wide screen to highlight the wonderment and shock of the characters in the scene.

Besides playing with size in this film, Anderson also plays about with colour, again to dazzling results. Not only do the black and white sequences look just as, if not, more beautiful than the vibrancy of his technicolour scenes but the way in which the story flips between the two is ingenious. Again, much like the aspect ratio the reasons why the colour changes differ between the stories, but never once does it feel like a gimmick, you can feel the intention and the meaning behind it. Both in stories one and three colour is used again to highlight feelings of enlightenment and wonder, it’s just done so beautifully that every time we get a pop of colour you feel these emotions yourself. 

The film has some of Anderson’s most visually pleasing and striking sets and the way in which he uses them with character placement and staging is a thing of beauty. Not only do the sets give a sense of symmetry but also the way in which characters have a dialogue, if they are opposed or in agreement, the place where each character stands feels purposeful and exact. When the film breaks these rigid placements it’s striking, for one, in many of Anderson’s later films this doesn’t happen, rarely is the camera movement fluid, but also within the context of this film it makes scenes feel far more important that those which are so confined. Not to mention the absolutely genius scene where the film turns into a magazine comic, it’s such a visual treat but also serves as a way for Anderson to have a full-blown action sequence while still maintaining symmetry and precision.

However, there’s an aspect of this film that is the reason I love it so much, and that’s the writing. This is one of the best screenplays I’ve ever seen. The script has an abundance of wit and humour that feels so effortlessly funny that had my audience, and myself, in hysterics throughout the film. The three main stories are also stuffed full of emotion, and expertly crafted characters that you only need to spend 2 minutes with before you’re invested. Many of the criticisms of this film surround the idea that the film feels disjointed and thematically incoherent, however I don’t think there needs to be an overarching deep theme for a film to resonant with people. The film is about people, the people who participate, the people who document, the people who observe, and how as people we find emotion in each other’s stories. Tying it together and packaging it in the form of a magazine is just genius, as it speaks to the power of stories, using the magazine as a metaphor for the stories we tell. Each story has its own smaller microcosm of this idea: the first being modern art, the second being the written word and the last being food. All artistic ways to convey a story much like the magazine telling a collection of stories inside a film telling us a story. It’s stories that drive us, it’s what makes us human.

The dialogue in the film is something else too. This by no means is a sad film yet on multiple occasions I found myself tearing up, and every single time it was due to an emotionally resonant line that was written to perfection. It also helps that these lines were delivered by perfect performances by a plethora of actors. Seriously, this film has an insane cast, and every single actor gives an amazing performance. Some standouts were: Benicio Del Toro, Tilda Swindon, Frances McDormand, Timothée Chalamet, Adrien Brody and Jeffrey Wright, who has some of my favourite lines in the film and delivers them so beautifully.

I understand why not everyone will love this film, they might just not connect with the anthology of stories but for me this is a special film, both a visual and sonic delight, the score is amazing and so wholesome as you’d expect from an Anderson film, but also in the way it’s a love letter to stories of all sizes and how important they are, no matter how they’re told


<a href=""https://letterboxd.com/jack_ramage/list/2021-ranked/"">2021 Ranked</a>
<a href=""https://letterboxd.com/jack_ramage/list/wes-anderson-ranked/"">Wes Anderson Ranked</a>",,2021-10-10
