Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-03-20,Theater Camp,2020,https://boxd.it/9aMgGv,3.5,,"Really fun short, kinda nice to see it unpolished",,2025-03-19
2025-03-29,Snow White,2025,https://boxd.it/9fY8Sd,1.5,,"So I happened to only be available to watch this in an IMAX screen and not only that but I was the only person in that IMAX screen, it took all of 10 minutes for me to start regretting my life choices.

Yeah, this isn’t good. It’s yet another piece of slog made by Disney in the hopes to prey on the nostalgia of people’s love for the classic animated film. It just fails to really expand on the original in a way which makes sense, and there in is the issue, is it feels at odds with itself.

The writing is clearly wanting to expand Snow White as a character, which isn’t hard given she’s really not much of a character. In doing so, the sense of autonomy and independence they give her contradicts with the ways she acts with the bandit, it feels very unlikely she would fall immediately for him.

The bandit as well has a song which sings about her privilege, which is an interesting idea and a pretty good song, but it makes no sense. She’s been kept prisoner for years and made a slave, so I don’t think the song really ends up hitting.

There’s plenty of contradictions like this which come from expanding the story but also feeling tied to honouring the old story. It ends up just being incredibly messy.

It also just feels cheap and hollow, the costumes are jarring and feel like they could’ve been Halloween costumes, the cgi is really quite horrible and uncanny when it comes to the dwarfs and the acting… Gal Gadot is truly giving a horrible performance here and it’s not even horrible in a fun way.

The only saving grace of this movie is Rachel Zegler, she brings to life this messy character so well you do feel some level of endearment towards her. She has an insane ability to act opposite CGI and make it feel so real and her voice is unreal. It’s sadly the only part of this movie which makes it worth seeing",,2025-03-24
2025-03-31,Flow,2024,https://boxd.it/9gTQXZ,4,,"I mean this movie is beyond simple but I adored it. It washes over you like an ocean, letting you feel so much without telling you how to feel. I got a lot out of this actually. I read this as a lamentation on the strength of community and sometimes community is found in the people you don’t expect.

Trying to shape yourself to fit a certain mould is never right, especially when the groups you change yourself for don’t really love you. Love is found in the rejects, the people who really love all of you and what joy it is when you find those people. It’s also just about a cat who keeps falling into water",,2025-03-24
2025-03-31,La Cocina,2024,https://boxd.it/9gU3qz,3.5,,"Ok this didn’t fully work for me, but I really respect what it was trying to do. It’s chaotic, messy and whiplashes from idea to idea, very much paralleling modern day America.

There’s a spectacular one shot sequence which is truly the highlight of this film, and I think it really works when we do dial in on the staff.

It’s just so unfocused as a film, meandering dialogue about dreams of a green light - which is very clear when this is set up it’s how the film is going to end - the initial character we meet then not really showing up for most of the film, and the whole money stealing situation. I’m not sure I liked a lot of these parts but it just didn’t come together.

Looks absolutely gorgeous and is really a scathing look into how immigrants are treated, and just working class under capitalism. I sadly didn’t fully get immersed as I think it wanted me to.",,2025-03-28
2025-03-31,Brighter Days Ahead,2025,https://boxd.it/9gUalh,2.5,,"Please Ariana Grande fans don’t go after me for this. I really thought this was poor. I was really looking forward to this considering I watched the We Can’t Be Friends music video and thought it was phenomenal. I just didn’t find this fully cohesive and it looked really off.

The story was quite thin but having read a little on it, massive fans off Grande will probably gets lots out of this, but as a narrative I didn’t get find all that much. Songs slap though and the deluxe album is really incredible",,2025-03-29
2025-03-31,Miss Congeniality,2000,https://boxd.it/9hbC4H,3,,"Ngl this lost me for the entire first half. It felt very of the time, feminism which is really antifeminism, thinly vailed homophobia and classic hot girl isn’t hot until she’s been done up. However, idk the second half really worked, Sandra Bullock sells the shit out of this and the writing became stronger as it focused on the situation being funny instead of just relying on the boring male/female stereotypes and dated ideas",,2025-03-30
2025-04-05,Death of a Unicorn,2025,https://boxd.it/9jCzwZ,2.5,,NO OMG. PLEASE let’s stop with these “eat the rich” movies which feel like they’re smarter than they are. This had a lot of potential and decided to explore none of what made this different. Oh at least we had some bad comedy,,2025-03-31
2025-04-08,A Minecraft Movie,2025,https://boxd.it/9m14qJ,1.5,,"Ok before I review this, this is perhaps the most insane screening I’ve ever been in. Which is saying something as I’ve been to multiple premieres at film festivals, and have been to opening nights for a lot of blockbusters, but this… nothing prepared me for this.

Nearly every seat was full, in a huge screen. Half of which were teenage boys. If not for these teenagers I don’t think I would’ve enjoyed this nearly half as much. They were screaming and cheering every five minutes like Cap had just grabbed Thor’s hammer. At one point in the film half of the screen erupted out of their seats cheering. I’ve genuinely not experienced anything like this.

In part it made this film bearable, as it’s truly horrible, but also it did encourage this disruptive behaviour which I’m not a fan of. I’m all for screaming and cheering, especially at a movie clearly as bad as this, and quite frankly the added noises helped in the bad scenes, but this evolving into throwing sweets at the screen which ended up just hitting people let’s maybe not.

Outwith this experience, I’m genuinely shocked this movie exists. I’m not even sure you could call this a movie. It’s more like a thin narrative which has been crafted by so many hands that it doesn’t feel real. The plot makes no sense in a lot of places, things just happen to get characters from plot point to plot point. This really isn’t a movie to give too much thought and it will all fall apart the moment you do.

It’s sad since we have had movies based on video games which have worked, maybe it’s because narratives are baked into those video games whereas Minecraft doesn’t really have a story. But then again we’ve had IP movies which are based of just the existence of an IP like Barbie, which have found really creative ways into the story. This film just isn't interested in doing more than it has to, in order to make people cheer and leave with no lasting impact. Why? Well that’s cause this will make money.

I will say this film is carried by the sheer dedication of the actors, well some of the actors. Jack Black is doing the most insane performance here and it works with just how mad this world is. Jason Momoa is also really fun, and works with what he’s given. The rest of the characters are rough and the actors have a hard time improving on what they were given. In particular the female characters really suffer here, the movie finds a way to get rid of them, which doesn’t make any sense, and then proceeds to give them nothing.

I really don’t have much good to say about this, it’s just a bad blockbuster. Some interesting CGI, among some really bad CGI, if anything this was just fun to watch to laugh at how insane it was. Jack Black and Jason Momoa sixty nine in this… I guess movies are gonna be ok",,2025-04-04
2025-04-09,Y2K,2024,https://boxd.it/9mxNnz,1.5,,"Sorry, this really didn’t work for me. The film feels so jilted and really lacks a flow. It looks like a student film most of the time, and the comedy really just didn’t work. It sacrifices story for nostalgia, I’m assuming, most of the references I didn’t get. I’m sure this will have its audience but yikes. Also just horrible acting throughout, Jaeden Martell was fun, but most of the acting around him just felt like they were saying lines on a page",,2025-04-09
2025-04-12,Drop,2025,https://boxd.it/9nCHPr,3,,"Oddly fun. It’s a taut, exciting thriller which actually has the balls to remain filled with tension and doesn’t feel the need to shove jokes down our throats. When jokes do appear they are a welcome relief. 

It’s just a really solid flick. It’s not doing anything revolutionary, the plot follows beats you’d expect, the reveal is obvious and there’s so cheesy moments but I had fun. I was tense. That’s the point of a thriller I guess.

Wouldn’t be nearly half as compelling were it not for Meghann Fahy who is absolutely stellar in this. The film hinges on her performance and she does a wonderful job making us feel the sheer stress a woman in her position would feel",,2025-04-11
2025-04-12,The Amateur,2025,https://boxd.it/9nHfWf,2,,"Ugh this was aggressively mid. Kind of the type of film that annoys me. It’s so mind numbingly boring at points I was actively thinking about how much time was left.

It takes the movie so long to get past set up and once it does it really doesn’t veer off the path you think it will. Nothing’s horrible but it’s just not thrilling. The idea that this man is constantly under threat is just completely lost on the film.

It’s sad as the premise is kind of interesting, having a man in the field who uses his brain’s instead of brawn but it wears thin very quickly and gets lost under a lot of “hacking” scenes which don’t make sense. Which I’m all for if used correctly.

There’s also just some plot things which make no sense. For example, Bernthal’s inclusion in this film is pointless. This just steadily moves along until it reaches its lacklustre conclusion.",,2025-04-11
2025-04-13,Charlie's Angels,2000,https://boxd.it/9oCL3v,2.5,,"Ok I desperately wanted to love this just for the sheer insanity of it, but oddly it’s scared to commit to just how batshit insane this is. It’s caught between wanting to be serious and also being camp and I desperately wanted this to just be full camp. It needed so many more insane fight scenes",,2025-04-12
2025-04-13,Charlie's Angels: Full Throttle,2003,https://boxd.it/9oCMc9,3,,"Sorry, this is better than the original for the sheer number of wigs used",,2025-04-12
2025-04-20,The Penguin Lessons,2024,https://boxd.it/9sfwCl,2.5,,Perfectly fine film that feels so palatable it's hard for people to not enjoy. Lacks any sort of real meat but the real lesson is just how adorable penguins are when they walk,,2025-04-19
2025-04-20,Sinners,2025,https://boxd.it/9shqMN,4.5,,"I've been a fan of Coogler's work within the MCU, it's felt like he's always had a uniquely refreshing take to blockbusters, like there's been a vision to his work despite being a part of the larger Marvel machine. It should come as no surprise then that when tasked to bring his first original story to the big screen, he does so with the care, depth and vision which has graced his previous work.

Sinners is monumental, and truly unlike any other blockbuster of note in a very long time. It's not constrained by genre and even within the context of the movie seems to argue the case that genre is restrictive. As Lynda Martell aptly put ""Genre's are a funny little concept, aren't they?"". This film has the audacity to shatter the lines of genre and fuse so many together to make a compelling, rich story, which seeks to also muse on how past, present and future are all connected.

It's so unbelievable unique from the jump, that it's hard not to get pulled into this world. In the first few minutes, a deeply unsettling feeling casts over the film, and yet suddenly gears switch and we spend half of the film sinking our teeth into the world. Learning its characters through their interactions with each other. Building out and fleshing this world so we care, and it only makes the back half of the movie even more compelling.

It's quite genius actually, something other films perhaps feel to scared to do, to let an audience just exist in this world for a while before any real incident happens. Fleshing out this entire world, only for the back hald of the movie to be centred around a single location, adds this sense of claustrophobia and places you in the shoes of those trapped. It's ingenious.

How does one blend so many different genres together and make the story feel as unified as it does? In large part it's cause of the music. MY WORD. As a self proclaimed score whore, somebody who gets religiously obsessed with the scores in films, this is up their with the greats. Ludwig Göransson may just be the man who's work I've enjoyed the most on the world, everything that man touches is straight up masterpieces.

The way that music is used in this film, and actually I would extend that to the phenomenal sound design, is inspiring. It's propulsive and unique and gives this film the unflitching and distinct vision that makes this so refreshing. It feels so integral to the film it's hard to imagine it without the accompaniments of this sound.

In particular, as nearly every review on here has mentioned, THAT scene is maybe some of the coolest and most inventive uses of music I've ever seen. It's also just one of the most captivating scenes of cinema in recent memory. It's stunning, it sounds unreal but it's saying so much to the wider themes of genre, memory and history that this film is dripping with.

It's also filled with a pleathora of rich performances, and a pair of gravitating and complex performances from Michael B. Jordan. He truly is a force here, and is equally as comanding and compelling as both of the twins. He oozes this charisma that perfectly matches this blend of sexiness and horror. There's also equally compelling performances from Miles Caton, Hailee Steinfeld, and especially Wunmi Mosaku who was a standout.

I would also like this to be a formal ask for every blockbuster to be shot with the care and love that this was. My word. It looks gorgeous in every scene. The focus on the actors, and the shallow depth of field and bokeh is so regal. The film grain, the use of IMAX, it just demanded your attention, and it was worthy of it.

So often now we're graced with these ""arthouse horror"" films, after we had a few masterpieces and nothing has really came close, studios are still chasing the success of these horror films with more to say. I loved how this is completely in its own lane, it's something new and that's why people are eating it up.

I wasn't in love with all of the filmmaking choices made here, but this made me feel electric throughout. It's film with a pulse and a beating heart that should be seen in cinemas",,2025-04-18
2025-04-20,Warfare,2025,https://boxd.it/9sjdZX,4.5,,"This film is vehemently anti-war, and I'm shocked to see others so opposed to the idea that it is. It is an unflinching, horror movie that does not seek to string together a narrative, or get inside the brains of these soldiers, or even explain what they are doing. It's showing war - and specifically an American war in Middle East - for what it was: wrong. 

The narrative pretence of simply wanting to show a continuous hour and a half of what these men went through, I think, is an inspired choice. It really emphasises the pointlessness of why these men were deployed in Iraq. For the first half of the film, they're occupying a home, sitting, surveilling, not knowing what they're looking for - this is a far cry from the glorification of war done by Call of Duty and the likes. 

You are just existing with these men who have occupied a home because a soldier ""liked the look"" of it. The blase attitudes of these men carrying out random tasks, is immediately contrasted with a full on assault to the ears. 

The film becomes this oppressive and unrelenting horror which showcases the ugly, horrific side to war that is often shied away from or dramatized to the point where it's easy to remove yourself from what's happening. 

Not here. This was visceral and uncomfortable to watch, and it had me tearing up in moments with how much it was affecting me. In large part thanks to the sound design which is harrowing. The wailing which permeates most of the second half of the film, the use of silence and muffled noise, it's placing you in the home with these men and showing you it's not a place you want to be. 

I truly liked their decision to abstract the characterisation of these soldiers and instead make it feel like you were watching real people - often young boyish men - experiencing the horrors first hand. D'Pharaoh Woon-A-Tai is phenomenal and commands the screen and Joseph Quinn truly has a hard task of making you feel physically uncomfortable but does so so well. 

Given that this film is from the memories of these soldiers and Ray Mendoza, I think this authentic and genuine approach to this film is really special as it's as close to a narrative depiction of what happened. I understand people who want to know more about the Iraqi people who suffered this war and so many other wars, that story must be heard, but it doesn't invalidate this film. 

The narrative may not have focused on the Iraqi family whose house was taken over, but Mendoza chose not to do this. This is his recount of the situation, and a perspective which does show the damage done by the Americans, it's just from their view. 

The last moments of this film I think encapsulate the pointlessness of this war. There's also a moment in this which I think is quite explicit in how the Americans viewed Iraqi lives, which is heartbreaking but sadly it's real. 

I really found this profound. The gritty oppressive filmmaking on show here is wonderful and demystifies the allure of war. If nothing else the contrast between the opening and closing scenes is so powerful and I really struggle to understand how people don't view this as a shock to the system and will leave you with a single word ringing in your ears

 ",,2025-04-18
2025-04-22,Paddington in Peru,2024,https://boxd.it/9tP5Pj,2.5,,Fine movie that pales in comparison to the previous films but I love evil nun Olivia Colman,,2025-04-20
2025-04-25,The Accountant,2016,https://boxd.it/9vXIuX,2,,Is it not wild how many autistic exploitation movies we have,,2025-04-25
2025-04-26,The Accountant²,2025,https://boxd.it/9w11br,3,,"So deeply weird it’s unsettling, at times it’s camp and outlandish, but still remains a dad movie. Jon Bernthal is the reason I enjoyed this as much as I did, he somehow manages to channel this weird tone and it was wonderful",,2025-04-25
2025-05-02,Sinners,2025,https://boxd.it/9zscmL,4.5,Yes,I swear the things that happen to my body during that music scene it’s got me shaking ass in the IMAX screen,,2025-04-29
2025-05-03,Thunderbolts*,2025,https://boxd.it/9ABPVd,4,,"The MCU is back! Well at least that's what everybody's saying. I'm getting tired of this back and forth of the masses only being able to think in black and white. Marvel Studios is just that, a movie studio. Sometimes it's gonna be good, sometimes bad, sometimes incredible, sometimes a CGI mess, but I think this flip flop between ""we're so back"" and ""Marvel is shit"" is just exhausting.

However, I do think in the case of Thunderbolts* that sentiment is actually pretty apt. Marvel **is** back, by that I mean this feels like a grounded, character focused movie from the studio that easily could've been a part of the line up of movies they made back at the start. With the state of the MCU as it is right now as well, that just might be the highest compliment.

Who would've thought that cementing a story around a character - or a few - shooting scenes with a little bit of thought behind them, having a cohesive story centred around themes and a script which wasn't hampered by reshoots, would result in a solid fun time.

The strength of this film is undoubtably Florence Pugh and what she does with Yelena. Without her this entire movie falls apart, so choosing to centre the story on, not only a thoroughly interesting character who has given depth and complexity, but also an actress who seems to care about this film and gives a performance which you would expect from someone as acclaimed as her, was really smart.

This isn't to say that the team around her are uninteresting or superfluous, well minus Taskmaster, but more so that the film needed a grounding presence, and this being Yelena and tying her character directly to the themes of the movie was brilliant. 

I really applaud Marvel for trying something different here, opting to go for a film centred around the theme of mental illness, there's not many other Marvel movies I'm able to point to which actually have thematic depth. It doesn't always work, and I do think some of the conversations that are had surrounding these issues are clunky in places, but I would much rather enjoy watching a good attempt at complexity than some CGI slop.

Speaking of CGI slop, this is a far cry from the shitty cartoonish mess a lot of Marvel films have looked like as of recent. This looked stunning. It's nothing remarkable, but there was clear decision making put into how this film should look and for the most part it looks good, and it was shot with intention. Perhaps some of the best spatial awareness of cameras in a fight scene in a Marvel movie. The first fight scene in the bunker is genuinely brilliant.

I do like that this film was attempting to bring together multiple people from across the MCU and start to have some sort of connectivity, even if I don't think it fully works. 

Yelena and Red Guardian really work. Their chemistry together is brilliant. David Harbour has some great comedic moments, and I'm shocked his comedy works as well as it does here. They are also given some great emotional moments as well. Similarly to John Walker, I thought Wyatt Russell gave a really interesting performance here which had a lot of depth, and it was clear his evolution from TFATWS. 

Hannah John-Kamen and Sebastian Stan I enjoyed but I wish the movie was interested in their characters. The whole Bucky as a senator thing really isn't that interesting and feels like a way to get him into the movie. Weirdly, I really liked Ghost in this, she just isn't given enough. 

I like the idea that this team isn't really a team, they're just forced together, and I think their dynamics as a whole works, it just needed a little bit more. 

Instead of building out the team more though, we get Bob and I'm so glad we did. Lewis Pullman gives a wonderful performance as Bob, and I really enjoyed the idea that his character was a manifestation of mental illness. It makes for maybe the most interesting third act Marvel has made in a while.  

It didn't have to result in a big battle, but actually a quiet more emotional resolution fits the wider themes of the movie. It wraps up quite neat, but I do love the idea that all it takes is a single person to make you feel ok. 

Loved Julia Louis-Dreyfus and everything she had going on; I think she wonderfully toes the line of being funny and insane. If anything, I think they could've just done without the whole of New York being taken over. 

Solid movie, feels like they're on the right path again and who knows maybe Marvel is back this time. It's a crazy idea but maybe the key to a good movie is having characters feel natural",,2025-05-01
2025-05-07,A Simple Favor,2018,https://boxd.it/9CJyYX,2,,"Ok the idea is fun, the execution hm…",,2025-05-06
2025-05-07,Another Simple Favor,2025,https://boxd.it/9D4dBv,1.5,,"What made this bearable was seeing how much Anna Kendrick didn’t want to be there. Sorry this is not camp, no matter if it’s trying so desperately to be so",,2025-05-06
2025-05-09,Ex Machina,2015,https://boxd.it/9DFTKt,3.5,,So sorry but this story has been done infinitely better elsewhere in media. This lacked the nuance I crave when it comes to AI stories and I really didn’t get much out of this. Oscar Isaac dancing was fun I guess,,2025-05-08
2025-05-11,The Wedding Banquet,2025,https://boxd.it/9ELCld,3,,"I had fun. This wasn’t what I was expected knowing it was Andrew Ahn and starring Bowen Yang, I was expecting more of a Fire Island, but this is less of a comedy and more of a straight up romance. I adore that queer films like this exist but something didn’t fully work for me here.

I think tonally it’s a little all over the place and this comes through in the performances, they don’t feel like they’re in the same movie. Youn Yuh-jung is the standout and makes her scenes really shine.

I love how Ahn shoots people with a delicacy and tenderness that lets people really live in scenes, he chooses to stay on people instead of cutting away immediately. 

It’s solid but I wish it had more of a clearer vision",,2025-05-09
2025-05-11,Sharpay's Fabulous Adventure,2011,https://boxd.it/9EPuBZ,1.5,Yes,"“Got a poochie in my goochie” Sorry nobody is doing lyricism like Sharpay, Addison Rae is quaking in her boots",,2025-05-09
2025-05-13,Now You See Me,2013,https://boxd.it/9G6ToJ,3.5,Yes,So ridiculously stupid. I love this movie,,2025-05-10
2025-05-17,Civil War,2024,https://boxd.it/9Ikj8r,4,Yes,"So, I saw this movie in the states in April last year and since then I have been wanting to rewatch it because it has stayed on my mind. 

in August, I then got to see Alex Garland talk about the movie and he was speaking a little on the criticism he received about it being apolitical and he said that he thinks the politics the movie are very clear. 

He views himself as a centrist and then spoke a little bit more and kind of dismissed the ideas that the movie isn’t dealing with politics and since then I’ve just had this urge to re-watch it. I remember being such visceral filmmaking but I think I perhaps was a little bogged down in what this movie was being sold as and didn’t really get to appreciate it for what it was.

This time around I vibed with this a lot more, and it’s clearly more interesting in digging into the ethics and politics of photojournalism. The idea of “staying out” of the situation but having to place yourself in said situation. Is this making you an active participant? Is being a bystander still an endorsement of the situation?

I weirdly think the point of this movie is in how little “political sides” matter. Perhaps it’s politics which got this situation to the points it’s at, but once it ramps up to the situation we see, do opinions really matter, or just the shot?

“Why are you shooting at them? They’re shooting at us” is this scene not the exact same as “Will you shoot it when it happens?” Perhaps they wield cameras but they shoot them like weapons, firing until they get the right shot.

It’s still rough around the edges but I really appreciate this film and I do think it speaks to the wider ideas of exploitation and sensationalism that has seeped into war media",,2025-05-13
2025-05-17,Rogue One: A Star Wars Story,2016,https://boxd.it/9Ixrz7,4,Yes,"OK, after watching Andor season two this is a perfect ending, and that last hour still slaps",,2025-05-16
2025-05-17,Hurry Up Tomorrow,2025,https://boxd.it/9IxCUF,2,,"Woof. This was rough. As somebody who watched The Idol I maybe should’ve saw this coming but I had faith. With this being attached to The Weeknd’s trilogy of albums - which I love - I was expecting the same level of artistry but that’s sadly not what this was.

Hurry Up Tomorrow lacks substance to warrant its runtime and it’s also not feverish enough, or diving into surrealism in interesting ways that makes this something I want to sit with.

It’s very obvious - well to me knowing The Weeknd, it’s clear it doesn’t come through in the movie as friends I went with had no idea - that this movie is exploring the idea of Abel killing off his persona and grappling with who he was and who he’s become.

The characters in the movie are so painfully just metaphors, and not particularly interesting metaphors. Jenna Ortega especially doesn’t feel like a real person and she’s also not that interesting symbolically so it leaves her feeling very much like an idea.

I do think there’s something here had the script been worked on a little more. There is certainly something interesting about a man as big as The Weeknd confronting who he’s became and really digging into his struggles, but it’s all so surface level.

From a filmmaking point of view, the film is gorgeous… well sometimes. The lighting blew me away. Nearly every scene is dripping in red and cyan and I thought it looked unbelievable. However, I’m not sure why the film opens with the camera just spinning uncontrollably, and then continuing to do so for a large portion of the film. “It symbolises how chaotic his life was” ok… I think there’s perhaps more interesting ways of showing this.

There’s an overbearing score and great sound design which makes you feel this overwhelming stress and the incorporations of The Weeknd’s music was nice. Sadly though this needed some better writing to leave any sort of impression",,2025-05-16
2025-05-21,Mission: Impossible,1996,https://boxd.it/9KGhS5,3.5,Yes,"God I love old ideas of what UI would look like

Ethan’s Hair Rating - 8/10 and no that’s not a mistake I SAID WHAT I SAID",,2025-05-20
2025-05-22,Mission: Impossible II,2000,https://boxd.it/9LakEF,2,Yes,"Ok yes it’s still so unbelievably sexist… but also cool rock version of the theme, leather and motorbikes 😝

Ethan Hunt’s Hair Rating - 7/10 I like the long hair but when it’s wet it’s not giving",,2025-05-21
2025-05-22,Lilo & Stitch,2002,https://boxd.it/9Lhx4J,4.5,Yes,"When Pleakly put on that bob, Hawaii, nay, the world, will never be the same",,2025-05-21
2025-05-22,Lilo & Stitch,2025,https://boxd.it/9LirfX,2,,"Ok perhaps this is my fault for watching the original the same day but… man this sucked.

It’s not horrible, and clearly is better than a lot of the other Disney remakes - shockingly. But there’s so much of this that really rubbed me the wrong way, and I was constantly asking myself (as I do with most of these remakes) why was this made?

Judging this film on its own, and in comparison to the original, the first third of this movie is genuinely horrendous. We fly by the opening stories for both Stitch and Lilo at the most ridiculous pace. I’m convinced this was made for a “TikTok” viewer with no attention span. The editing is just so rapid I was getting so frustrated, and sadly this editing persists through the entire runtime.

The film is just missing the heart of the original. There’s moments in the original which really push on you emotionally and here they’re replaced with jokes often. There are some nice moments, it’s not to say this film is devoid of emotion, but it’s just not as satisfying in any way compared to the original. Sadly I think part of this may also come from performances.

It’s odd, for the most part this is a recreation of the original, with some key points changed, none of which were necessary or resulted in any interesting changes to the larger ideas explored.

I thought the CGI on Stitch and the other aliens looked good for the most part and Stitch’s models were used in really fun ways for some visual comedy and even some emotional scenes. I will just reiterate what I said though, I have no idea why this was made. I have no reason to watch this over the original",,2025-05-21
2025-05-23,Mission: Impossible III,2006,https://boxd.it/9LINyJ,3.5,Yes,"Vatican scene is like a hint of where this franchise heads, and it’s easily the best scene in this film. It wouldn’t be nearly as good were it also not for Phillip Seymour Hoffman giving it his all and Cruise - maybe giving his most emotional performance? It’s insane J. J. Abrams first film was this as well

Ethan Hunt Hair Ranking - 5/10 it’s giving dad hair idk",,2025-05-22
2025-05-23,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/9M9P33,4,Yes,"Is there anything more perfect than watching Tom Cruise run out of the Burj Kalifa while being chased by a sandstorm

Ethan Hunt Hair Rating - 6/10 it’s good but it’s just not as flowy",,2025-05-22
2025-05-24,Mission: Impossible – Rogue Nation,2015,https://boxd.it/9MaBdP,4,Yes,"Ladies and gentlemen… HER

Ethan Hunt Hair Rating - 5/10 oh no",,2025-05-23
2025-05-25,Mission: Impossible – Fallout,2018,https://boxd.it/9MPgDz,4.5,Yes,"The final act of the film is still some of the greatest action out to screen.

Ethan Hunt Hair Rating - 7/10 it’s dad hair but like good",,2025-05-23
2025-05-25,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/9MSmRt,3.5,Yes,"I wrote a behemoth of a review when I first watched this. I knew I didn't love this film and was aware of how flawed it is, however I shocked myself with how much I enjoyed this rewatch.

I still standby everything I said in / <a href=""https://letterboxd.com/jack_ramage/film/mission-impossible-dead-reckoning"">this review</a>, but I think on first watch all of this took away from how good the set pieces are. The airport scene into the Rome scene is stellar. The action in this is really good, it's just a shame it has as many issues as it does sadly.

Ethan Hunt Hair Rating - 6/10 it's ok",,2025-05-23
2025-05-25,The Phoenician Scheme,2025,https://boxd.it/9N4HOf,4,,"Hey, say what you want about modern Wes, but I genuinely think he’s found such a strong groove with his last few ventures and The Phoenician Scheme is no different. I think in his later films, the confidence and execution in conceiving his worlds, is so well realised that I feel so comforted in the runtime as I know what I’m in for.

In this film we’re introduced to a colourful cast of characters, much like his previous projects, however this time we centre most of the film on three characters. Benicio Del Toro and Mia Threapleton are wonderful, both bringing a glorious amount of emotion to characters who are very shut off. I really enjoyed their relationship and how sharply written they were, how the Wes style actually played into their characterisation and how their familial relationship 

The standout of this movie is however Michael Cera. I’ve long sang the praises of this man and he’s phenomenal here. He works so well in this world, in the style of Wes. It’s weird, he plays himself in a way that feels like a juxtaposition with the symmetrical structure of Wes’ films but it’s just so perfectly off. The switch up his character has is also wonderful.

It’s a Wes film, so there’s wonderful cinematography, score, side characters and production. It’s a lot funnier than his latest work, and features perhaps one of my favourite Wes scenes in any of his films with the basketball scene. I need more Bryan Cranston and Tom Hanks as a pair. Some of the funniest Wes scenes",,2025-05-23
2025-05-26,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/9NyhHx,2.5,,"If this is the end of the Mission: Impossible franchise, it sadly is ending with a wimper instead of a roar. It's a real shame that this is plagued by the issues it has, as somewhere buried beneath is a film which would feel like a proper send-off to this franchise.

The first hour of this film is perhaps the worst hour in the entire franchise. It's exposition dumps, it's unnecessary flashbacks, it's a persistent need to tie everything together, and it's the mythologising of Ethan Hunt to become the most important man alive. ""You are the chosen one"" is a literal line from this movie.

Moreso, it's all of these issues coupled with the fact that the film feels the need to take itself so seriously, it loses what makes these films special. Even Dead Reckoning, which is hampered by issues, still keeps the tone consistent as has this level of whimsy which makes these films what they are, this is completely missing from this movie.

It would be fine if the tone did anything interesting for the film but all it does is make this self agrandising for Ethan, and Tom Cruise, and it's just boring. That first hour is simply that. Boring. Not a word I would ever use to describe this franchise even in its worst moments.

However, once you get past that first hour, the film finds it's footing. It doesn't completely mitigate the issues the film has. It's still wildly convoluted, features way too many characters and some bad writing, and the villains remain plain. But the sheer spectacle of the stunts and set pieces counteract this in a massive way.

This is what makes this film better than the majority of action slop that's came out recently. Once you're in these set pieces, time flies by. It's shot so confidently and with such control, they're always interesting and evolving and building on each other. It's just pure adrenaline and action-packed fun that deserves to be seen on the biggest screen possible.

It makes sense why you can still walk away from the film feeling like it was a good time as the majority of the film is filled with these set pieces. It's a shame there wasn't a more elegant way to write that first hour which really could be condensed down as this film would perhaps function a lot better.

I don't think the criticisms can fully be contained in that first hour however, I think there's a lot of character assassination in this, or perhaps a better way of doing this is that there's so many characters that the film is just uninterested in giving them much to do, which sucks because there's a plethora of interesting characters this franchise has helped build. Instead that's sacrificed for exposition.

There's a character in particular who I find it completely bizarre that we don't get their reaction to a major thing that happens at the start of the movie. Sadly also this falls into the trap that a lot of Mission Impossible movies have, where Hayley Atwell's character loses most of her autonomy, and what makes her interesting, in service of her being another woman for Ethan to fall in love with.

It's so pulled down by issues in its writing, however I still can't rate this super low because the action in this movie, the stunts, the set pieces, the dedication to the the thrill and spectacle of cinema, is so much better than anything else that we get in these large action blockbusters that still makes this a fun film. However as a finale to one of my favorite franchises this was a major disappointment and letdown

Ethan Hunt Hair Rating - 6/10 it's ok but longer",,2025-05-23
2025-05-26,Fountain of Youth,2025,https://boxd.it/9NFvKz,1,,"Sorry, what was this. Perhaps the most bored I've been in a film in a long while. Horrible performances. Horrible characters, Natalie Portman and John Krasinski play the most insufferable people, with the most horrible dialogue. Somebody really tried their best to write Marvel dialogue and it really didn't work. It weirdly gave me more of an appreciation for Marvel writing. Predictable plot. Horrible action, made me appreciate Mission: Impossible more. Just flat out laughable",,2025-05-24
2025-05-26,Lilo & Stitch 2: Stitch Has a Glitch,2005,https://boxd.it/9Ohfur,3.5,Yes,Pleaky invented the word legend,,2025-05-25
2025-06-05,The Karate Kid,1984,https://boxd.it/9U0u1f,3.5,,"I had a real hard time getting into this but oh when I was in, I was <i>in</i>, I was in to the point of gagged when he pulled that move in the fight",,2025-06-04
2025-06-05,Karate Kid: Legends,2025,https://boxd.it/9UaPLt,1,,Who left their TikTok playing in the background of every scene,,2025-06-04
2025-06-06,Caravaggio,1986,https://boxd.it/9UzOsF,3,,"There’s a profound sensuality to this film, every scene felt like a painting in itself. However the appearance of a digital calculator has me so profoundly confused",,2025-06-05
